user	dzien dobry chcialem zlozyc zamowienie	hello()
system	witamy, czy ma pan juz cos upatrzonego?	welcomemsg()
user	wlasnie nie, co moze pani mi polecic	request(recommendation)
system	posiadamy szeroką bazę pizz i burgerów	inform(recommendation=['pizza', 'burgers'])
user	ten burger brzmi dobrze, jakie tam macie?	request(info='burger')
system	wolowe, wieprzowe, kurczak	inform(burgers_meat=['wołowe', 'wieprzowe', 'kurczak'])
user	ok a jakie dodatki do tego? czy jest tylko jeden rodzaj	request(burgers_addons)
system	dodatki mozliwe: pomidor, cebula, salata, maslo orzechowe, krazki cebulowe, sos szpinakowy, sos czonskowy, sos bbq, oliwki, ser plesniowy, camembert	inform(burgers_addons=['pomidor', 'cebula', 'salata', 'maslo orzechowe', 'krazki cebulowe', 'sos szpinakowy', 'sos czonskowy', 'sos bbq', 'oliwki', 'ser plesniowy', 'camembert'])
user	ok to taki zestaw z maslem orzechowym co jeszcze w sobie ma	request(burgers_addons='masło orzechowe')
user	no halo pani kelner	restart()
user	dobra to chce takiego ze wszystkimi dodatkami	inform(burgers_addons='all')
system	dobrze, jakei mieso?	request(burgers_meat)
user	wolowe	inform(burgers_meat='wołowe')
system	60 złotych, czas oczekiwania 40 minut	inform(order_price='60zł', coocking_time='40 min')
system	cos jeszcze?	request(anything_else)
user	k***a ile???	deny(order)
user	za tyle to ja nie chce	deny(order)
system	z kurczakiem wyjdzie 50 inform(burgers_meat='kurczak', price='50')
system	zł	inform(price_unit='zł')
user	nie chce z kurczakiem	deny(burgers_meat='kurczak')
user	nie macie jakichs burgerow w normalnej cenie?	request(burger='in avarage price')
system	build your own burger, prosze ograniczyc dodatki, to cena się zmiejszy, najdrozsze 3 : ser plesniowy, camembert, sos szpinakowy	inform(burger_type='build your own type', price_of_addons(3)=['ser pleśniowy', 'camembert', 'sos szpinakowy'])
user	jezu no dobra	confirm(order=['build your own burger'])
user	pomidor cebula salata maslo orzechowe i jakis sos ile to bedzie kosztowac inform(burgers_addons=['pomidor', 'cebula', 'sałata', 'masło orzechowe', 'random_sauce'])
system	30 złotych	inform(order_price='30 zł')
user	niech będzie	confirm(order)
system	coś jeszcze? np picie	request(anything_else)
user	nie dziękuję	deny(anything_else)
system	na miejscu, na wynos, odbiór?	select(delivery=['na miejscu', 'na wynos', 'odbiór'])
user	na dowóz nie ma?	request(delivery='na dowóz')
system	przepraszam, jest opcaja na dowoz	confirm(delivery='na dowóz')
user	ok to na dowóz confirm(delivery='na dowóz')
user	adres xxxxxxxxxxxxxxxxxxxxxx inform(delivery_adress='xxxxxxxxxxxxxxxxxxxxxx')
system	czas oczekiwania 1h 30 minut	inform(delivery_time='1h 30 min')
user	ok	confirm(delivery_time)
system	Dziekuję i polecamy sie na przyszlosc	bye()
