user	dzien dobry, jakie jest wasze menu?	hello()
system	Witam w systemie do składania zamówień w McDonalds. Oto nasze menu: https://mcdonalds.pl/nasze-menu/.	welcomemsg()
user	a jest mozłiwość potrójnego macwieśniaka?	request(dish='potrójny macwieśniak')
system	Niestety nie. W naszej ofercie mamy tylko zwykłego WieśMaca oraz Podwójnego WieśMaca.	deny(dish='potrójny macwieśniak')&offer(dish=['zwykły WieśMac', 'Podwójny WieśMac'])
user	no to podwójnego wiesmaka	inform(dish='podwójny WieśMac')
system	Dodano Podwójnego WieśMaca do zamówienia. Czy zrobić z tego zestaw za 5,90 zł?	confirm(dish='podwójny WieśMac')&offer(zestaw_price='5,90 zł')
user	tak	confirm(zestaw_price)
system	Do zestawu dodać frytki czy sałatkę?	select(zestaw=['frytki', 'sałatka'])
user	frytki	inform(zestaw='frytki')
system	Dobrze, jaki napój podać w zestawie?	request(zestaw=['drink'])
user	hmm nie	deny(zestaw=['drink'])
user	to wszystko	inform(over)
system	Niestety muszę wiedzieć jaki napój podać w zestawie, który zamówiono. Dostępne opcje to: Cola, Cola Zero, Fanta, Sprite, Woda i Lipton IceTea.	deny(over)&select(drink=['cola', 'cola zero', 'fanta', 'sprite', 'water', 'lipton icetea'])
user	Lipton	inform(drink='')
system	Za Podwójnego WieśMaca z frytkami i Lipton IceTea w zestawie będzie razem 21,40 zł. Czas oczekiwania na dostawę wynosi około 40 min. Czy potwierdzić zamówienie?	confirt(order=['podwójny Wieśmak', 'frytki', 'liptom tea'])&inform(order_price='21,40 zł', delivery_time='40 min')
user	tak	confirm(order, order_price, delivery_time)
system	Zamówienie potwierdzone. Płatność za zamówienie u dostawcy kartą lub gotówką. Czy mogę pomóc w czymś jeszcze?	inform(pyment_method)&request(anything_else)
user	to wszystko, do widzenia	deny(anything_else)&bye()
system	Do widzenia	bye()
