user	dzien dobry, czy poleci pan cos z menu	hello()&request(dish_recomendation)
system	Dzień dobry, dzisiaj szef kuchni poleca krem z pomidorów, oraz pstrąga podawanego z warzywami i ryżem.	welcomemsg()&inform(dish_recomendation=['krem z pomidorów', 'pstąg podawany z warzywami i ryżem'])
user	jaki ryż?	request(dish='ryż')
system	biały, jednak możemy go zmienić np, na kaszę jeżeli Pan sobie tego życzy	inform(ryż='biały')&offer(change=['ryż', 'kasza'])
user	hmmm wolalbym frytki do pstrąga	infrom(ryż='kasza')
system	Dobrze, w takim razie pstrąg z frytkami. Coś jeszcze?	confirm(order=['pstrąg', 'frytki'])&request(anything_else)
user	lemoniade	inform(orders=['lemoniade'])
system	Jasne, to wszystko?	confirn(order)&request(over)
user	tak	confirm(over)
system	Dobrze, w takim razie dziękuję za złożenie zamówienia. W razie wątpliwości, lub pytań proszę pisać.	bye()
