user	Dzień dobry	hello()
system	Witamy w restauracji pi-zza! czy Chiałbym pan cos u nas zamówic?	welcomemsg()
user	Czy oferujecie coś poza pizzą?	request(menu-pizza)
system	mamy bogaty asortyment przystawek oraz burgerów	infrom(menu=['przystawki', 'burgery'])
user	A jakie napoje macie do wyboru?	request(drinks)
system	cola, woda, pepsi, fanta	select(drinks=['cola', 'woda', 'pepsi', 'fanta'])
user	a czy sprzedają państwo piwo?	request(drinks='beer')
system	niestety, nie sprzedajemy alkoholi	deny(drinks='beer')
user	Tragedia! 8 butelek coli oraz małe frytki	request(drinks='cola', quantity='8')
user	Poproszę	confirm(drinks)
system	zrozumialem, cos jeszcze do tego?	inform(anything_else)
user	Czy ketchup do frytek jest darmowy?	request(ketchup_price)
system	tak, sól też	inform(ketchup_price, salt_price)
user	w takim razie myślę że to wszystko	affirm()
system	na miejscu, odbiór czy dowoz	select(delivery=['na miejscu', 'odbiór', 'dowóz'])
user	dowóz na Morasko na wydział matematyki i informatyki poprosze, sala d1 inform(delivery='dowóz', adres='Morasko na wydział matematyki i informatyki poprosze, sala d1')
system	płatnosc online czy przy odbiorze? select(payment_method=['online', 'przy odbiorze'])
user	Przy odbiorze	inform(payment_method='przy odbiorze')
system	dla potwierdzenia, 8 coli 0,5 litra, 1 małe frytki, ketchup i sol, 72 złote	confirm(order=['8 cocla 0,5l', '1 małe frytki', 'ketchup', 'sól'])&inform(order_price='70 zł')
user	Dobrze, dziękuję bardzo	confirm(order)&bye
system	potwierdzam zamowienie, polecamy sie an przyszłość	bye()
