user	witam	hello()
system	witam w restauracji pi-zza, Czy chciałbym pan u nas coś zamówić?	request(order)
user	Dzień dobry. Jestem na redukcji, liczba kalorii które mogę jeszcze dzisiaj spożyć to okolice 600 kcal. Co może mi pan zaproponowac?	hello()&request(max_kcal='600')
system	pizza fit 24cm ser rukola pomidory feta	offer(pizza)
system	499 kcal	inform(kcal)
user	poproszę. Czy aby dobić kalorie znajdzie się jeszcze jakiś deser?	confirm(pizza)&request(deser, kcal)
system	tak deser fit 100 kcal 25g białka, waniliowy	offer(deser)
user	świetnie, proszę dodaj go do zamówienia	confirm(deser)
system	łacznie 32 złote	infrom(price)
system	pasuje to panu?	request(confirm)
user	czy panstwa restauracja oferuje jakies znizki?	request(discounts)
system	studencka 10% infrom(discounts='students')
user	poproszę	confirm(discounts='students')
system	cena promocyjna 28.8 zł, cena regularna: 32zł. przy odbiorze, proszę pokazać aktywna legitymacje, inaczej naliczona zostanie cena regularna	inform(price, price_discount, discount_conditions)
system	na wynos, odbior dostawa?	request(delivery)
user	poproszę odbior osobisty	inform(delivery)
system	potwierdzam zamowienie. danie gotowe bedzie za 35 minut. czy moge jakos jeszcze pomoc?	confirm(order)&inform(coocking_time)&request(anything_else)
user	nie, to wszystko dziękuję	deny(anything_else)
system	do widzenia	bye()
user	nara	bye()
